time;queries_in_system;time_in_queues;rejected_connections;parallel_query;load_ratio;TZ00:00
2025-05-22T19:24:43Z00:00;28;7;0;28;0.44;
2025-05-22T19:25:13Z00:00;20;0;0;20;0.31;
2025-05-22T19:25:43Z00:00;23;0;0;23;0.36;
2025-05-22T19:26:13Z00:00;17;11;0;17;0.27;
2025-05-22T19:26:43Z00:00;36;0;0;36;0.56;
2025-05-22T19:27:13Z00:00;14;1;0;14;0.22;
2025-05-22T19:27:43Z00:00;43;0;0;43;0.67;
2025-05-22T19:28:13Z00:00;15;0;0;15;0.23;
2025-05-22T19:28:43Z00:00;26;0;0;26;0.41;
2025-05-22T19:29:13Z00:00;19;0;0;19;0.30;
2025-05-22T19:29:43Z00:00;23;1;0;23;0.36;
2025-05-22T19:30:13Z00:00;29;6;0;29;0.45;
2025-05-22T19:30:43Z00:00;40;6;0;40;0.62;
2025-05-22T19:31:13Z00:00;41;10;0;40;0.62;
2025-05-22T19:31:43Z00:00;23;0;0;23;0.36;
2025-05-22T19:32:13Z00:00;30;2;0;30;0.47;
2025-05-22T19:32:43Z00:00;18;0;0;18;0.28;
2025-05-22T19:33:13Z00:00;17;0;0;17;0.27;
2025-05-22T19:33:43Z00:00;59;0;0;59;0.92;
2025-05-22T19:34:13Z00:00;32;0;0;32;0.50;
2025-05-22T19:34:43Z00:00;14;0;0;14;0.22;
2025-05-22T19:35:13Z00:00;36;0;0;36;0.56;
2025-05-22T19:35:43Z00:00;26;0;0;26;0.41;
2025-05-22T19:36:13Z00:00;82;8;0;82;1.28;
2025-05-22T19:36:43Z00:00;18;1;0;18;0.28;
2025-05-22T19:37:13Z00:00;37;0;0;37;0.58;
2025-05-22T19:37:43Z00:00;25;21;0;24;0.38;
2025-05-22T19:38:13Z00:00;20;58;0;20;0.31;
2025-05-22T19:38:43Z00:00;29;3;0;29;0.45;
2025-05-22T19:39:13Z00:00;12;1;0;12;0.19;
2025-05-22T19:39:43Z00:00;29;9;0;29;0.45;
2025-05-22T19:40:13Z00:00;63;0;0;63;0.98;
2025-05-22T19:40:43Z00:00;38;1;0;38;0.59;
2025-05-22T19:41:13Z00:00;51;1;0;51;0.80;
2025-05-22T19:41:43Z00:00;49;3;0;49;0.77;
2025-05-22T19:42:13Z00:00;55;8;0;55;0.86;
2025-05-22T19:42:43Z00:00;14;3;0;14;0.22;
2025-05-22T19:43:13Z00:00;12;0;0;12;0.19;
2025-05-22T19:43:43Z00:00;35;0;0;35;0.55;
2025-05-22T19:44:13Z00:00;24;0;0;24;0.38;
2025-05-22T19:44:43Z00:00;19;0;0;19;0.30;
2025-05-22T19:45:13Z00:00;22;1;0;22;0.34;
2025-05-22T19:45:43Z00:00;28;2;0;28;0.44;
2025-05-22T19:46:13Z00:00;28;5;0;28;0.44;
2025-05-22T19:46:43Z00:00;67;0;0;67;1.05;
2025-05-22T19:47:13Z00:00;66;0;0;66;1.03;
2025-05-22T19:47:43Z00:00;64;1;0;64;1.00;
2025-05-22T19:48:13Z00:00;21;0;0;21;0.33;
2025-05-22T19:48:43Z00:00;13;0;0;13;0.20;
2025-05-22T19:49:13Z00:00;22;0;0;22;0.34;
2025-05-22T19:49:43Z00:00;28;1;0;28;0.44;
2025-05-22T19:50:13Z00:00;20;1;0;20;0.31;
2025-05-22T19:50:43Z00:00;38;1;0;38;0.59;
2025-05-22T19:51:13Z00:00;19;1;0;19;0.30;
2025-05-22T19:51:43Z00:00;46;0;0;46;0.72;
2025-05-22T19:52:13Z00:00;29;7;0;29;0.45;
2025-05-22T19:52:43Z00:00;17;0;0;17;0.27;
2025-05-22T19:53:13Z00:00;16;1;0;16;0.25;
2025-05-22T19:53:43Z00:00;40;0;0;40;0.62;
2025-05-22T19:54:13Z00:00;18;0;0;18;0.28;
2025-05-22T19:54:43Z00:00;59;0;0;59;0.92;
2025-05-22T19:55:13Z00:00;23;1;0;23;0.36;
2025-05-22T19:55:43Z00:00;28;0;0;28;0.44;
2025-05-22T19:56:13Z00:00;15;0;0;15;0.23;
2025-05-22T19:56:43Z00:00;34;0;0;34;0.53;
2025-05-22T19:57:13Z00:00;20;0;0;20;0.31;
2025-05-22T19:57:43Z00:00;21;15;0;21;0.33;
2025-05-22T19:58:13Z00:00;44;1;0;44;0.69;
2025-05-22T19:58:43Z00:00;67;27;0;67;1.05;
2025-05-22T19:59:13Z00:00;17;0;0;17;0.27;
2025-05-22T19:59:43Z00:00;22;1;0;22;0.34;
2025-05-22T20:00:13Z00:00;21;1;0;21;0.33;
2025-05-22T20:00:43Z00:00;45;8;0;45;0.70;
2025-05-22T20:01:13Z00:00;40;1;0;40;0.62;
2025-05-22T20:01:43Z00:00;40;0;0;40;0.62;
2025-05-22T20:02:13Z00:00;18;0;0;18;0.28;
2025-05-22T20:02:43Z00:00;17;1;0;17;0.27;
2025-05-22T20:03:13Z00:00;19;0;0;19;0.30;
2025-05-22T20:03:43Z00:00;30;0;0;30;0.47;
2025-05-22T20:04:13Z00:00;15;0;0;15;0.23;
2025-05-22T20:04:43Z00:00;18;1;0;18;0.28;
2025-05-22T20:05:13Z00:00;17;0;0;17;0.27;
2025-05-22T20:05:43Z00:00;21;1;0;21;0.33;
2025-05-22T20:06:13Z00:00;18;1;0;18;0.28;
2025-05-22T20:06:43Z00:00;26;3;0;26;0.41;
2025-05-22T20:07:13Z00:00;30;0;0;30;0.47;
2025-05-22T20:07:43Z00:00;13;0;0;13;0.20;
2025-05-22T20:08:13Z00:00;35;132;0;35;0.55;
2025-05-22T20:08:43Z00:00;25;0;0;25;0.39;
2025-05-22T20:09:13Z00:00;28;0;0;28;0.44;
2025-05-22T20:09:43Z00:00;26;0;0;26;0.41;
2025-05-22T20:10:13Z00:00;25;7;0;25;0.39;
2025-05-22T20:10:43Z00:00;39;0;0;39;0.61;
2025-05-22T20:11:13Z00:00;40;1;0;40;0.62;
2025-05-22T20:11:43Z00:00;26;0;0;26;0.41;
2025-05-22T20:12:13Z00:00;39;0;0;39;0.61;
2025-05-22T20:12:43Z00:00;33;1;0;33;0.52;
2025-05-22T20:13:13Z00:00;21;0;0;21;0.33;
2025-05-22T20:13:43Z00:00;33;4;0;33;0.52;
2025-05-22T20:14:13Z00:00;21;0;0;21;0.33;
2025-05-22T20:14:43Z00:00;22;16;0;22;0.34;
2025-05-22T20:15:13Z00:00;27;6;0;27;0.42;
2025-05-22T20:15:43Z00:00;40;1;0;40;0.62;
2025-05-22T20:16:13Z00:00;25;1;0;25;0.39;
2025-05-22T20:16:43Z00:00;58;34;0;58;0.91;
2025-05-22T20:17:13Z00:00;18;1;0;18;0.28;
2025-05-22T20:17:43Z00:00;14;0;0;14;0.22;
2025-05-22T20:18:13Z00:00;32;5;0;32;0.50;
2025-05-22T20:18:43Z00:00;15;0;0;15;0.23;
2025-05-22T20:19:13Z00:00;21;0;0;21;0.33;
2025-05-22T20:19:43Z00:00;13;0;0;13;0.20;
2025-05-22T20:20:13Z00:00;21;0;0;21;0.33;
2025-05-22T20:20:43Z00:00;25;1;0;25;0.39;
2025-05-22T20:21:13Z00:00;42;0;0;42;0.66;
2025-05-22T20:21:43Z00:00;19;0;0;19;0.30;
2025-05-22T20:22:13Z00:00;14;4;0;14;0.22;
2025-05-22T20:22:43Z00:00;20;9;0;20;0.31;
2025-05-22T20:23:13Z00:00;22;1;0;22;0.34;
2025-05-22T20:23:43Z00:00;21;0;0;21;0.33;
2025-05-22T20:24:13Z00:00;17;0;0;17;0.27;
2025-05-22T20:24:43Z00:00;20;18;0;20;0.31;
2025-05-22T20:25:13Z00:00;52;8;0;52;0.81;
2025-05-22T20:25:43Z00:00;31;3;0;31;0.48;
2025-05-22T20:26:13Z00:00;23;2;0;23;0.36;
2025-05-22T20:26:43Z00:00;39;1;0;39;0.61;
2025-05-22T20:27:13Z00:00;45;0;0;45;0.70;
2025-05-22T20:27:43Z00:00;33;1;0;33;0.52;
2025-05-22T20:28:13Z00:00;22;1;0;22;0.34;
2025-05-22T20:28:43Z00:00;18;0;0;18;0.28;
2025-05-22T20:29:13Z00:00;14;0;0;14;0.22;
2025-05-22T20:29:43Z00:00;29;5;0;29;0.45;
2025-05-22T20:30:13Z00:00;18;0;0;18;0.28;
2025-05-22T20:30:43Z00:00;27;0;0;27;0.42;
2025-05-22T20:31:13Z00:00;58;8;0;58;0.91;
2025-05-22T20:31:43Z00:00;22;6;0;22;0.34;
2025-05-22T20:32:13Z00:00;47;0;0;47;0.73;
2025-05-22T20:32:43Z00:00;23;1;0;23;0.36;
2025-05-22T20:33:13Z00:00;31;0;0;31;0.48;
2025-05-22T20:33:43Z00:00;39;0;0;39;0.61;
2025-05-22T20:34:13Z00:00;20;19;0;20;0.31;
2025-05-22T20:34:43Z00:00;21;0;0;21;0.33;
2025-05-22T20:35:13Z00:00;25;1;0;25;0.39;
2025-05-22T20:35:43Z00:00;30;6;0;30;0.47;
2025-05-22T20:36:13Z00:00;27;1;0;27;0.42;
2025-05-22T20:36:43Z00:00;38;0;0;38;0.59;
2025-05-22T20:37:13Z00:00;50;2;0;50;0.78;
2025-05-22T20:37:43Z00:00;53;1;0;53;0.83;
2025-05-22T20:38:13Z00:00;17;6;0;17;0.27;
2025-05-22T20:38:43Z00:00;38;1;0;38;0.59;
2025-05-22T20:39:13Z00:00;18;2;0;18;0.28;
2025-05-22T20:39:43Z00:00;28;14;0;28;0.44;
2025-05-22T20:40:13Z00:00;18;0;0;18;0.28;
2025-05-22T20:40:43Z00:00;30;5;0;30;0.47;
2025-05-22T20:41:13Z00:00;22;0;0;22;0.34;
2025-05-22T20:41:43Z00:00;25;6;0;25;0.39;
2025-05-22T20:42:13Z00:00;26;1;0;26;0.41;
2025-05-22T20:42:43Z00:00;26;0;0;26;0.41;
2025-05-22T20:43:13Z00:00;16;0;0;16;0.25;
2025-05-22T20:43:43Z00:00;28;1;0;28;0.44;
2025-05-22T20:44:13Z00:00;20;0;0;20;0.31;
2025-05-22T20:44:43Z00:00;13;0;0;13;0.20;
2025-05-22T20:45:13Z00:00;22;0;0;21;0.33;
2025-05-22T20:45:43Z00:00;21;0;0;21;0.33;
2025-05-22T20:46:13Z00:00;23;1;0;23;0.36;
2025-05-22T20:46:43Z00:00;39;0;0;39;0.61;
2025-05-22T20:47:13Z00:00;80;7;0;80;1.25;
2025-05-22T20:47:43Z00:00;52;1;0;52;0.81;
2025-05-22T20:48:13Z00:00;16;0;0;16;0.25;
2025-05-22T20:48:43Z00:00;27;0;0;27;0.42;
2025-05-22T20:49:13Z00:00;18;0;0;18;0.28;
2025-05-22T20:49:43Z00:00;20;1;0;20;0.31;
2025-05-22T20:50:13Z00:00;28;0;0;28;0.44;
2025-05-22T20:50:43Z00:00;34;0;0;34;0.53;
2025-05-22T20:51:13Z00:00;23;1;0;23;0.36;
2025-05-22T20:51:43Z00:00;27;0;0;27;0.42;
2025-05-22T20:52:13Z00:00;32;0;0;32;0.50;
2025-05-22T20:52:43Z00:00;26;1;0;26;0.41;
2025-05-22T20:53:13Z00:00;28;0;0;28;0.44;
2025-05-22T20:53:43Z00:00;30;14;0;30;0.47;
2025-05-22T20:54:13Z00:00;16;0;0;16;0.25;
2025-05-22T20:54:43Z00:00;12;0;0;12;0.19;
2025-05-22T20:55:13Z00:00;38;26;0;38;0.59;
2025-05-22T20:55:43Z00:00;36;4;0;36;0.56;
2025-05-22T20:56:13Z00:00;28;1;0;28;0.44;
2025-05-22T20:56:43Z00:00;21;8;0;21;0.33;
2025-05-22T20:57:13Z00:00;13;0;0;13;0.20;
2025-05-22T20:57:43Z00:00;24;0;0;24;0.38;
2025-05-22T20:58:13Z00:00;16;5;0;16;0.25;
2025-05-22T20:58:43Z00:00;53;78;0;53;0.83;
2025-05-22T20:59:13Z00:00;20;0;0;20;0.31;
2025-05-22T20:59:43Z00:00;18;0;0;18;0.28;
2025-05-22T21:00:13Z00:00;27;1;0;27;0.42;
2025-05-22T21:00:43Z00:00;27;0;0;27;0.42;
2025-05-22T21:01:13Z00:00;19;0;0;19;0.30;
2025-05-22T21:01:43Z00:00;20;3;0;20;0.31;
2025-05-22T21:02:13Z00:00;17;0;0;17;0.27;
2025-05-22T21:02:43Z00:00;18;0;0;18;0.28;
2025-05-22T21:03:13Z00:00;16;1;0;16;0.25;
2025-05-22T21:03:43Z00:00;35;10;0;35;0.55;
2025-05-22T21:04:13Z00:00;19;0;0;19;0.30;
2025-05-22T21:04:43Z00:00;12;0;0;12;0.19;
2025-05-22T21:05:13Z00:00;18;0;0;18;0.28;
2025-05-22T21:05:43Z00:00;24;0;0;24;0.38;
2025-05-22T21:06:13Z00:00;19;1;0;18;0.28;
2025-05-22T21:06:43Z00:00;18;0;0;18;0.28;
2025-05-22T21:07:13Z00:00;16;3;0;16;0.25;
2025-05-22T21:07:43Z00:00;29;0;0;29;0.45;
2025-05-22T21:08:13Z00:00;13;0;0;13;0.20;
2025-05-22T21:08:43Z00:00;44;0;0;44;0.69;
2025-05-22T21:09:13Z00:00;14;0;0;14;0.22;
2025-05-22T21:09:43Z00:00;25;8;0;25;0.39;
2025-05-22T21:10:13Z00:00;34;0;0;34;0.53;
2025-05-22T21:10:43Z00:00;35;1;0;35;0.55;
2025-05-22T21:11:13Z00:00;49;61;0;49;0.77;
2025-05-22T21:11:43Z00:00;18;0;0;18;0.28;
2025-05-22T21:12:13Z00:00;34;0;0;34;0.53;
2025-05-22T21:12:43Z00:00;23;0;0;23;0.36;
2025-05-22T21:13:13Z00:00;16;0;0;16;0.25;
2025-05-22T21:13:43Z00:00;11;0;0;11;0.17;
2025-05-22T21:14:13Z00:00;10;0;0;10;0.16;
2025-05-22T21:14:43Z00:00;12;0;0;12;0.19;
2025-05-22T21:15:13Z00:00;29;0;0;29;0.45;
2025-05-22T21:15:43Z00:00;29;1;0;29;0.45;
2025-05-22T21:16:13Z00:00;27;1;0;27;0.42;
2025-05-22T21:16:43Z00:00;37;0;0;37;0.58;
2025-05-22T21:17:13Z00:00;36;1;0;36;0.56;
2025-05-22T21:17:43Z00:00;78;208;0;78;1.22;
2025-05-22T21:18:13Z00:00;14;0;0;14;0.22;
2025-05-22T21:18:43Z00:00;15;4;0;15;0.23;
2025-05-22T21:19:13Z00:00;13;0;0;13;0.20;
2025-05-22T21:19:43Z00:00;11;0;0;11;0.17;
2025-05-22T21:20:13Z00:00;26;0;0;26;0.41;
2025-05-22T21:20:43Z00:00;47;4;0;47;0.73;
2025-05-22T21:21:13Z00:00;18;0;0;18;0.28;
2025-05-22T21:21:43Z00:00;24;0;0;24;0.38;
2025-05-22T21:22:13Z00:00;24;0;0;24;0.38;
2025-05-22T21:22:43Z00:00;18;0;0;18;0.28;
2025-05-22T21:23:13Z00:00;12;0;0;12;0.19;
2025-05-22T21:23:43Z00:00;17;0;0;17;0.27;
2025-05-22T21:24:13Z00:00;18;0;0;18;0.28;
2025-05-22T21:24:43Z00:00;19;0;0;19;0.30;
2025-05-22T21:25:13Z00:00;19;0;0;19;0.30;
2025-05-22T21:25:43Z00:00;28;0;0;28;0.44;
2025-05-22T21:26:13Z00:00;13;1;0;13;0.20;
2025-05-22T21:26:43Z00:00;20;0;0;20;0.31;
2025-05-22T21:27:13Z00:00;35;1;0;35;0.55;
2025-05-22T21:27:43Z00:00;20;0;0;20;0.31;
2025-05-22T21:28:13Z00:00;14;0;0;14;0.22;
2025-05-22T21:28:43Z00:00;15;0;0;15;0.23;
2025-05-22T21:29:13Z00:00;17;32;0;17;0.27;
2025-05-22T21:29:43Z00:00;11;0;0;11;0.17;
2025-05-22T21:30:13Z00:00;17;1;0;17;0.27;
2025-05-22T21:30:43Z00:00;29;0;0;29;0.45;
2025-05-22T21:31:13Z00:00;33;4;0;33;0.52;
2025-05-22T21:31:43Z00:00;28;0;0;28;0.44;
2025-05-22T21:32:13Z00:00;23;0;0;23;0.36;
2025-05-22T21:32:43Z00:00;12;0;0;12;0.19;
2025-05-22T21:33:13Z00:00;18;0;0;18;0.28;
2025-05-22T21:33:43Z00:00;19;1;0;19;0.30;
2025-05-22T21:34:13Z00:00;24;1;0;24;0.38;
2025-05-22T21:34:43Z00:00;17;0;0;17;0.27;
2025-05-22T21:35:13Z00:00;22;0;0;22;0.34;
2025-05-22T21:35:43Z00:00;44;1;0;44;0.69;
2025-05-22T21:36:13Z00:00;25;1;0;25;0.39;
2025-05-22T21:36:43Z00:00;29;0;0;29;0.45;
2025-05-22T21:37:13Z00:00;47;0;0;47;0.73;
2025-05-22T21:37:43Z00:00;15;0;0;15;0.23;
2025-05-22T21:38:13Z00:00;16;0;0;16;0.25;
2025-05-22T21:38:43Z00:00;29;2;0;29;0.45;
2025-05-22T21:39:13Z00:00;10;0;0;10;0.16;
2025-05-22T21:39:43Z00:00;10;0;0;10;0.16;
2025-05-22T21:40:13Z00:00;23;0;0;22;0.34;
2025-05-22T21:40:43Z00:00;21;0;0;21;0.33;
2025-05-22T21:41:13Z00:00;13;1;0;13;0.20;
2025-05-22T21:41:43Z00:00;18;0;0;18;0.28;
2025-05-22T21:42:13Z00:00;11;0;0;11;0.17;
2025-05-22T21:42:43Z00:00;35;8;0;35;0.55;
2025-05-22T21:43:13Z00:00;13;9;0;13;0.20;
2025-05-22T21:43:43Z00:00;23;5;0;23;0.36;
2025-05-22T21:44:13Z00:00;12;1;0;12;0.19;
2025-05-22T21:44:43Z00:00;16;0;0;16;0.25;
2025-05-22T21:45:13Z00:00;25;3;0;25;0.39;
2025-05-22T21:45:43Z00:00;26;1;0;26;0.41;
2025-05-22T21:46:13Z00:00;19;1;0;19;0.30;
2025-05-22T21:46:43Z00:00;29;0;0;29;0.45;
2025-05-22T21:47:13Z00:00;15;0;0;15;0.23;
2025-05-22T21:47:43Z00:00;56;173;0;55;0.86;
2025-05-22T21:48:13Z00:00;13;2;0;13;0.20;
2025-05-22T21:48:43Z00:00;17;0;0;17;0.27;
2025-05-22T21:49:13Z00:00;13;0;0;13;0.20;
2025-05-22T21:49:43Z00:00;11;2;0;11;0.17;
2025-05-22T21:50:13Z00:00;17;0;0;17;0.27;
2025-05-22T21:50:43Z00:00;22;5;0;22;0.34;
2025-05-22T21:51:13Z00:00;24;0;0;24;0.38;
2025-05-22T21:51:43Z00:00;62;7;0;62;0.97;
2025-05-22T21:52:13Z00:00;17;0;0;17;0.27;
2025-05-22T21:52:43Z00:00;38;50;0;38;0.59;
2025-05-22T21:53:13Z00:00;19;22;0;19;0.30;
2025-05-22T21:53:43Z00:00;34;53;0;34;0.53;
2025-05-22T21:54:13Z00:00;17;0;0;17;0.27;
2025-05-22T21:54:43Z00:00;18;0;0;18;0.28;
2025-05-22T21:55:13Z00:00;31;0;0;31;0.48;
2025-05-22T21:55:43Z00:00;31;1;0;31;0.48;
2025-05-22T21:56:13Z00:00;20;1;0;20;0.31;
2025-05-22T21:56:43Z00:00;29;1;0;29;0.45;
2025-05-22T21:57:13Z00:00;37;0;0;37;0.58;
2025-05-22T21:57:43Z00:00;32;0;0;32;0.50;
2025-05-22T21:58:13Z00:00;13;0;0;13;0.20;
2025-05-22T21:58:43Z00:00;35;1;0;35;0.55;
2025-05-22T21:59:13Z00:00;11;0;0;11;0.17;
2025-05-22T21:59:43Z00:00;14;1;0;14;0.22;
2025-05-22T22:00:13Z00:00;19;0;0;19;0.30;
2025-05-22T22:00:43Z00:00;84;24;0;84;1.31;
2025-05-22T22:01:13Z00:00;58;0;0;58;0.91;
2025-05-22T22:01:43Z00:00;42;0;0;42;0.66;
2025-05-22T22:02:13Z00:00;38;2;0;38;0.59;
2025-05-22T22:02:43Z00:00;16;1;0;16;0.25;
2025-05-22T22:03:13Z00:00;14;0;0;14;0.22;
2025-05-22T22:03:43Z00:00;34;2;0;34;0.53;
2025-05-22T22:04:13Z00:00;62;1;0;62;0.97;
2025-05-22T22:04:43Z00:00;19;0;0;19;0.30;
2025-05-22T22:05:13Z00:00;28;0;0;28;0.44;
2025-05-22T22:05:43Z00:00;23;0;0;23;0.36;
2025-05-22T22:06:13Z00:00;20;0;0;20;0.31;
2025-05-22T22:06:43Z00:00;44;7;0;44;0.69;
2025-05-22T22:07:13Z00:00;18;1;0;18;0.28;
2025-05-22T22:07:43Z00:00;12;1;0;12;0.19;
2025-05-22T22:08:13Z00:00;28;0;0;28;0.44;
2025-05-22T22:08:43Z00:00;46;27;0;46;0.72;
2025-05-22T22:09:13Z00:00;18;0;0;18;0.28;
2025-05-22T22:09:43Z00:00;23;0;0;23;0.36;
2025-05-22T22:10:13Z00:00;18;0;0;18;0.28;
2025-05-22T22:10:43Z00:00;60;27;0;60;0.94;
2025-05-22T22:11:13Z00:00;16;50;0;16;0.25;
2025-05-22T22:11:43Z00:00;15;43;0;15;0.23;
2025-05-22T22:12:13Z00:00;15;3;0;15;0.23;
2025-05-22T22:12:43Z00:00;27;2;0;27;0.42;
2025-05-22T22:13:13Z00:00;11;66;0;11;0.17;
2025-05-22T22:13:43Z00:00;12;2;0;12;0.19;
2025-05-22T22:14:13Z00:00;10;1;0;10;0.16;
2025-05-22T22:14:43Z00:00;9;0;0;9;0.14;
2025-05-22T22:15:13Z00:00;26;0;0;26;0.41;
2025-05-22T22:15:43Z00:00;26;12;0;26;0.41;
2025-05-22T22:16:13Z00:00;34;1;0;34;0.53;
2025-05-22T22:16:43Z00:00;19;0;0;19;0.30;
2025-05-22T22:17:13Z00:00;88;62;0;88;1.38;
2025-05-22T22:17:43Z00:00;26;7;0;26;0.41;
2025-05-22T22:18:13Z00:00;36;1;0;36;0.56;
2025-05-22T22:18:43Z00:00;17;0;0;17;0.27;
2025-05-22T22:19:13Z00:00;26;0;0;26;0.41;
2025-05-22T22:19:43Z00:00;23;3;0;23;0.36;
2025-05-22T22:20:13Z00:00;21;2;0;21;0.33;
2025-05-22T22:20:43Z00:00;26;1;0;26;0.41;
2025-05-22T22:21:13Z00:00;22;0;0;22;0.34;
2025-05-22T22:21:43Z00:00;50;2;0;50;0.78;
2025-05-22T22:22:13Z00:00;30;86;0;30;0.47;
2025-05-22T22:22:43Z00:00;15;0;0;15;0.23;
2025-05-22T22:23:13Z00:00;26;6;0;26;0.41;
2025-05-22T22:23:43Z00:00;67;0;0;67;1.05;
2025-05-22T22:24:13Z00:00;15;22;0;15;0.23;
2025-05-22T22:24:43Z00:00;13;0;0;13;0.20;
2025-05-22T22:25:13Z00:00;25;1;0;25;0.39;
2025-05-22T22:25:43Z00:00;24;0;0;24;0.38;
2025-05-22T22:26:13Z00:00;15;14;0;15;0.23;
2025-05-22T22:26:43Z00:00;18;0;0;18;0.28;
2025-05-22T22:27:13Z00:00;60;114;0;60;0.94;
2025-05-22T22:27:43Z00:00;22;0;0;22;0.34;
2025-05-22T22:28:13Z00:00;12;0;0;12;0.19;
2025-05-22T22:28:43Z00:00;11;0;0;11;0.17;
2025-05-22T22:29:13Z00:00;15;0;0;15;0.23;
2025-05-22T22:29:43Z00:00;30;14;0;30;0.47;
2025-05-22T22:30:13Z00:00;17;2;0;17;0.27;
2025-05-22T22:30:43Z00:00;36;1;0;36;0.56;
2025-05-22T22:31:13Z00:00;28;0;0;28;0.44;
2025-05-22T22:31:43Z00:00;13;0;0;13;0.20;
2025-05-22T22:32:13Z00:00;12;0;0;12;0.19;
2025-05-22T22:32:43Z00:00;18;0;0;18;0.28;
2025-05-22T22:33:13Z00:00;13;0;0;13;0.20;
2025-05-22T22:33:43Z00:00;24;0;0;24;0.38;
2025-05-22T22:34:13Z00:00;12;1;0;12;0.19;
2025-05-22T22:34:43Z00:00;17;0;0;17;0.27;
2025-05-22T22:35:13Z00:00;23;1;0;23;0.36;
2025-05-22T22:35:43Z00:00;32;0;0;32;0.50;
2025-05-22T22:36:13Z00:00;47;0;0;47;0.73;
2025-05-22T22:36:43Z00:00;42;0;0;42;0.66;
2025-05-22T22:37:13Z00:00;33;0;0;33;0.52;
2025-05-22T22:37:43Z00:00;21;0;0;21;0.33;
2025-05-22T22:38:13Z00:00;26;1;0;26;0.41;
2025-05-22T22:38:43Z00:00;34;2;0;34;0.53;
2025-05-22T22:39:13Z00:00;16;0;0;16;0.25;
2025-05-22T22:39:43Z00:00;60;103;0;60;0.94;
2025-05-22T22:40:13Z00:00;43;0;0;43;0.67;
2025-05-22T22:40:43Z00:00;26;1;0;26;0.41;
2025-05-22T22:41:13Z00:00;25;1;0;25;0.39;
2025-05-22T22:41:43Z00:00;23;0;0;23;0.36;
2025-05-22T22:42:13Z00:00;10;4;0;10;0.16;
2025-05-22T22:42:43Z00:00;14;1;0;14;0.22;
2025-05-22T22:43:13Z00:00;10;0;0;10;0.16;
2025-05-22T22:43:43Z00:00;12;0;0;12;0.19;
2025-05-22T22:44:13Z00:00;10;0;0;10;0.16;
2025-05-22T22:44:43Z00:00;12;0;0;12;0.19;
2025-05-22T22:45:13Z00:00;26;1;0;26;0.41;
2025-05-22T22:45:43Z00:00;33;0;0;33;0.52;
2025-05-22T22:46:13Z00:00;34;2;0;34;0.53;
2025-05-22T22:46:43Z00:00;39;0;0;39;0.61;
2025-05-22T22:47:13Z00:00;22;1;0;22;0.34;
2025-05-22T22:47:44Z00:00;41;1;0;41;0.64;
2025-05-22T22:48:14Z00:00;21;0;0;21;0.33;
2025-05-22T22:48:44Z00:00;13;21;0;13;0.20;
2025-05-22T22:49:14Z00:00;20;3;0;20;0.31;
2025-05-22T22:49:44Z00:00;14;0;0;14;0.22;
2025-05-22T22:50:14Z00:00;18;0;0;18;0.28;
2025-05-22T22:50:44Z00:00;23;0;0;23;0.36;
2025-05-22T22:51:14Z00:00;23;0;0;23;0.36;
2025-05-22T22:51:44Z00:00;28;0;0;28;0.44;
2025-05-22T22:52:14Z00:00;18;2;0;18;0.28;
2025-05-22T22:52:44Z00:00;30;10;0;30;0.47;
2025-05-22T22:53:14Z00:00;13;0;0;13;0.20;
2025-05-22T22:53:44Z00:00;44;1;0;44;0.69;
2025-05-22T22:54:14Z00:00;24;0;0;24;0.38;
2025-05-22T22:54:44Z00:00;32;99;0;32;0.50;
2025-05-22T22:55:14Z00:00;40;5;0;40;0.62;
2025-05-22T22:55:44Z00:00;96;0;0;96;1.50;
2025-05-22T22:56:14Z00:00;39;0;0;39;0.61;
2025-05-22T22:56:44Z00:00;14;1;0;14;0.22;
2025-05-22T22:57:14Z00:00;13;3;0;13;0.20;
2025-05-22T22:57:44Z00:00;19;1;0;19;0.30;
2025-05-22T22:58:14Z00:00;41;6;0;41;0.64;
2025-05-22T22:58:44Z00:00;30;1;0;30;0.47;
2025-05-22T22:59:14Z00:00;14;0;0;14;0.22;
2025-05-22T22:59:44Z00:00;11;0;0;11;0.17;
2025-05-22T23:00:14Z00:00;18;0;0;18;0.28;
2025-05-22T23:00:44Z00:00;24;0;0;24;0.38;
2025-05-22T23:01:14Z00:00;23;0;0;23;0.36;
2025-05-22T23:01:44Z00:00;30;0;0;30;0.47;
2025-05-22T23:02:14Z00:00;13;0;0;13;0.20;
2025-05-22T23:02:44Z00:00;20;2;0;20;0.31;
2025-05-22T23:03:14Z00:00;30;0;0;30;0.47;
2025-05-22T23:03:44Z00:00;26;0;0;26;0.41;
2025-05-22T23:04:14Z00:00;17;3;0;17;0.27;
2025-05-22T23:04:44Z00:00;20;0;0;20;0.31;
2025-05-22T23:05:14Z00:00;20;1;0;20;0.31;
2025-05-22T23:05:44Z00:00;22;0;0;22;0.34;
2025-05-22T23:06:14Z00:00;25;1;0;25;0.39;
2025-05-22T23:06:44Z00:00;18;1;0;18;0.28;
2025-05-22T23:07:14Z00:00;54;116;0;54;0.84;
2025-05-22T23:07:44Z00:00;26;1;0;26;0.41;
2025-05-22T23:08:14Z00:00;20;7;0;20;0.31;
2025-05-22T23:08:44Z00:00;24;0;0;24;0.38;
2025-05-22T23:09:14Z00:00;23;1;0;23;0.36;
